path,label
fa1_outputs\balanced\normal\aug68_C_flipped_Coffee_room_01_video (25)_f229.png,normal
fa1_outputs\balanced\sitting\aug297_brightness_jitter_Office_video (18)_f536.png,sitting
fa1_outputs\balanced\sitting\aug89_D_zoom_1.3x_Home_02_video (38)_f144.png,sitting
fa1_outputs\balanced\normal\aug372_C_flipped_Home_02_video (45)_f81.png,normal
fa1_outputs\balanced\sitting\aug476_brightness_jitter_Office_video (20)_f199.png,sitting
fa1_outputs\balanced\walking\aug390_B_rotated_15deg_Home_02_video (47)_f252.png,walking
fa1_outputs\balanced\sitting\Office_video (16)_f171.png,sitting
fa1_outputs\balanced\normal\aug398_B_rotated_15deg_Home_02_video (54)_f21.png,normal
fa1_outputs\balanced\sitting\aug560_B_rotated_15deg_Coffee_room_01_video (40)_f0.png,sitting
fa1_outputs\balanced\fall\Coffee_room_01_video (28)_f90.png,fall
fa1_outputs\balanced\walking\aug22_B_rotated_15deg_Home_01_video (21)_f135.png,walking
fa1_outputs\balanced\fall\Coffee_room_02_video (51)_f106.png,fall
fa1_outputs\balanced\normal\Coffee_room_01_video (27)_f158.png,normal
fa1_outputs\balanced\standing\Home_02_video (50)_f249.png,standing
fa1_outputs\balanced\standing\Coffee_room_01_video (47)_f455.png,standing
fa1_outputs\balanced\fall\Coffee_room_01_video (47)_f625.png,fall
fa1_outputs\balanced\standing\Office_video (12)_f89.png,standing
fa1_outputs\balanced\fall\aug305_C_flipped_Coffee_room_02_video (58)_f211.png,fall
fa1_outputs\balanced\standing\Home_02_video (49)_f156.png,standing
fa1_outputs\balanced\standing\Coffee_room_01_video (11)_f181.png,standing
fa1_outputs\balanced\standing\Coffee_room_01_video (47)_f364.png,standing
fa1_outputs\balanced\fall\Home_02_video (37)_f140.png,fall
fa1_outputs\balanced\fall\Coffee_room_01_video (15)_f70.png,fall
fa1_outputs\balanced\walking\aug310_C_flipped_Home_01_video (3)_f30.png,walking
fa1_outputs\balanced\sitting\Home_01_video (7)_f0.png,sitting
fa1_outputs\balanced\fall\aug241_brightness_jitter_Coffee_room_01_video (6)_f191.png,fall
fa1_outputs\balanced\normal\Home_01_video (30)_f48.png,normal
fa1_outputs\balanced\walking\aug556_brightness_jitter_Office_video (15)_f0.png,walking
fa1_outputs\balanced\walking\aug923_D_zoom_1.3x_Coffee_room_01_video (11)_f289.png,walking
fa1_outputs\balanced\sitting\Home_02_video (44)_f274.png,sitting
fa1_outputs\balanced\standing\Lecture_room_video (23)_f270.png,standing
fa1_outputs\balanced\standing\Home_02_video (46)_f165.png,standing
fa1_outputs\balanced\normal\Coffee_room_01_video (45)_f161.png,normal
fa1_outputs\balanced\sitting\aug458_B_rotated_15deg_Lecture_room_video (14)_f256.png,sitting
fa1_outputs\balanced\normal\Home_01_video (4)_f60.png,normal
fa1_outputs\balanced\walking\aug943_brightness_jitter_Home_01_video (20)_f135.png,walking
fa1_outputs\balanced\normal\Office_video (20)_f266.png,normal
fa1_outputs\balanced\fall\Coffee_room_02_video (52)_f193.png,fall
fa1_outputs\balanced\normal\Home_01_video (27)_f60.png,normal
fa1_outputs\balanced\fall\aug227_B_rotated_15deg_Coffee_room_01_video (47)_f625.png,fall
fa1_outputs\balanced\standing\Coffee_room_01_video (27)_f101.png,standing
fa1_outputs\balanced\normal\Coffee_room_01_video (18)_f201.png,normal
fa1_outputs\balanced\walking\aug944_B_rotated_15deg_Home_01_video (21)_f129.png,walking
fa1_outputs\balanced\walking\aug971_D_zoom_1.3x_Home_02_video (54)_f54.png,walking
fa1_outputs\balanced\standing\Home_02_video (35)_f54.png,standing
fa1_outputs\balanced\standing\Office_video (8)_f125.png,standing
fa1_outputs\balanced\sitting\aug93_D_zoom_1.3x_Home_02_video (44)_f282.png,sitting
fa1_outputs\balanced\fall\aug478_C_flipped_Office_video (4)_f224.png,fall
fa1_outputs\balanced\fall\Home_01_video (22)_f153.png,fall
fa1_outputs\balanced\standing\Coffee_room_01_video (45)_f53.png,standing
fa1_outputs\balanced\sitting\aug400_brightness_jitter_Coffee_room_02_video (55)_f129.png,sitting
fa1_outputs\balanced\sitting\Office_video (18)_f536.png,sitting
fa1_outputs\balanced\fall\aug184_D_zoom_1.3x_Coffee_room_01_video (39)_f49.png,fall
fa1_outputs\balanced\standing\Coffee_room_02_video (65)_f142.png,standing
fa1_outputs\balanced\fall\aug122_brightness_jitter_Coffee_room_01_video (3)_f223.png,fall
fa1_outputs\balanced\sitting\aug28_D_zoom_1.3x_Coffee_room_01_video (34)_f207.png,sitting
fa1_outputs\balanced\sitting\aug327_D_zoom_1.3x_Office_video (3)_f175.png,sitting
fa1_outputs\balanced\sitting\aug180_brightness_jitter_Coffee_room_01_video (22)_f0.png,sitting
fa1_outputs\balanced\normal\aug352_C_flipped_Home_02_video (39)_f19.png,normal
fa1_outputs\balanced\sitting\aug30_brightness_jitter_Coffee_room_01_video (34)_f51.png,sitting
fa1_outputs\balanced\fall\Home_01_video (4)_f150.png,fall
fa1_outputs\balanced\sitting\aug745_brightness_jitter_Coffee_room_01_video (48)_f311.png,sitting
fa1_outputs\balanced\walking\aug913_D_zoom_1.3x_Office_video (18)_f459.png,walking
fa1_outputs\balanced\standing\Office_video (12)_f186.png,standing
fa1_outputs\balanced\fall\aug189_brightness_jitter_Coffee_room_01_video (39)_f75.png,fall
fa1_outputs\balanced\normal\Coffee_room_01_video (48)_f389.png,normal
fa1_outputs\balanced\sitting\aug611_brightness_jitter_Home_01_video (30)_f120.png,sitting
fa1_outputs\balanced\walking\aug308_D_zoom_1.3x_Home_01_video (29)_f101.png,walking
fa1_outputs\balanced\standing\Home_02_video (59)_f21.png,standing
fa1_outputs\balanced\standing\Home_01_video (13)_f90.png,standing
fa1_outputs\balanced\sitting\aug756_C_flipped_Coffee_room_02_video (55)_f80.png,sitting
fa1_outputs\balanced\walking\aug389_brightness_jitter_Home_02_video (46)_f26.png,walking
fa1_outputs\balanced\normal\aug394_B_rotated_15deg_Home_02_video (54)_f0.png,normal
fa1_outputs\balanced\standing\Home_01_video (11)_f124.png,standing
fa1_outputs\balanced\sitting\aug679_B_rotated_15deg_Office_video (3)_f175.png,sitting
fa1_outputs\balanced\normal\Home_01_video (25)_f127.png,normal
fa1_outputs\balanced\fall\aug111_B_rotated_15deg_Coffee_room_01_video (27)_f187.png,fall
fa1_outputs\balanced\sitting\aug751_brightness_jitter_Coffee_room_02_video (55)_f121.png,sitting
fa1_outputs\balanced\walking\aug625_brightness_jitter_Lecture_room_video (27)_f161.png,walking
fa1_outputs\balanced\standing\Coffee_room_01_video (26)_f0.png,standing
fa1_outputs\balanced\sitting\Office_video (33)_f319.png,sitting
fa1_outputs\balanced\standing\Office_video (29)_f763.png,standing
fa1_outputs\balanced\standing\Coffee_room_01_video (41)_f238.png,standing
fa1_outputs\balanced\fall\Home_01_video (4)_f149.png,fall
fa1_outputs\balanced\fall\aug488_C_flipped_Office_video (7)_f173.png,fall
fa1_outputs\balanced\walking\aug102_B_rotated_15deg_Home_01_video (9)_f252.png,walking
fa1_outputs\balanced\fall\aug332_C_flipped_Coffee_room_02_video (64)_f143.png,fall
fa1_outputs\balanced\fall\Coffee_room_01_video (39)_f68.png,fall
fa1_outputs\balanced\walking\aug751_C_flipped_Home_02_video (50)_f62.png,walking
fa1_outputs\balanced\standing\Home_02_video (47)_f216.png,standing
fa1_outputs\balanced\fall\Office_video (14)_f138.png,fall
fa1_outputs\balanced\sitting\aug707_D_zoom_1.3x_Coffee_room_01_video (21)_f36.png,sitting
fa1_outputs\balanced\walking\Home_02_video (56)_f324.png,walking
fa1_outputs\balanced\fall\Coffee_room_01_video (21)_f93.png,fall
fa1_outputs\balanced\standing\Home_02_video (35)_f86.png,standing
fa1_outputs\balanced\fall\Coffee_room_01_video (2)_f198.png,fall
fa1_outputs\balanced\sitting\aug712_brightness_jitter_Coffee_room_01_video (25)_f0.png,sitting
fa1_outputs\balanced\sitting\aug783_brightness_jitter_Home_01_video (27)_f0.png,sitting
fa1_outputs\balanced\normal\Home_02_video (31)_f117.png,normal
fa1_outputs\balanced\sitting\Office_video (3)_f116.png,sitting
fa1_outputs\balanced\walking\aug256_D_zoom_1.3x_Home_02_video (52)_f21.png,walking
fa1_outputs\balanced\walking\aug215_B_rotated_15deg_Coffee_room_01_video (12)_f45.png,walking
fa1_outputs\balanced\standing\Home_02_video (51)_f79.png,standing
fa1_outputs\balanced\normal\aug41_B_rotated_15deg_Coffee_room_01_video (18)_f201.png,normal
fa1_outputs\balanced\walking\Home_02_video (48)_f0.png,walking
fa1_outputs\balanced\sitting\aug355_B_rotated_15deg_Coffee_room_01_video (21)_f36.png,sitting
fa1_outputs\balanced\sitting\Coffee_room_02_video (56)_f172.png,sitting
fa1_outputs\balanced\walking\aug117_B_rotated_15deg_Home_02_video (53)_f27.png,walking
fa1_outputs\balanced\standing\Coffee_room_02_video (50)_f1172.png,standing
fa1_outputs\balanced\normal\Home_01_video (20)_f27.png,normal
fa1_outputs\balanced\sitting\aug647_brightness_jitter_Office_video (16)_f85.png,sitting
fa1_outputs\balanced\standing\Coffee_room_01_video (7)_f87.png,standing
fa1_outputs\balanced\standing\Office_video (8)_f167.png,standing
fa1_outputs\balanced\normal\Home_02_video (54)_f0.png,normal
fa1_outputs\balanced\fall\aug436_brightness_jitter_Home_02_video (37)_f129.png,fall
fa1_outputs\balanced\fall\aug101_D_zoom_1.3x_Coffee_room_01_video (25)_f157.png,fall
fa1_outputs\balanced\fall\Home_01_video (14)_f186.png,fall
fa1_outputs\balanced\fall\aug244_C_flipped_Coffee_room_01_video (7)_f108.png,fall
fa1_outputs\balanced\walking\aug72_C_flipped_Coffee_room_01_video (12)_f22.png,walking
fa1_outputs\balanced\sitting\aug363_C_flipped_Coffee_room_01_video (27)_f31.png,sitting
fa1_outputs\balanced\normal\aug40_brightness_jitter_Coffee_room_01_video (18)_f107.png,normal
fa1_outputs\balanced\fall\Coffee_room_02_video (55)_f244.png,fall
fa1_outputs\balanced\walking\aug855_C_flipped_Coffee_room_01_video (17)_f19.png,walking
fa1_outputs\balanced\sitting\aug617_C_flipped_Home_02_video (38)_f144.png,sitting
fa1_outputs\balanced\standing\Coffee_room_01_video (23)_f186.png,standing
fa1_outputs\balanced\walking\aug633_brightness_jitter_Office_video (19)_f263.png,walking
fa1_outputs\balanced\walking\Home_02_video (46)_f26.png,walking
fa1_outputs\balanced\sitting\aug62_C_flipped_Coffee_room_02_video (57)_f70.png,sitting
fa1_outputs\balanced\normal\Home_02_video (37)_f96.png,normal
fa1_outputs\balanced\normal\Home_01_video (7)_f27.png,normal
fa1_outputs\balanced\standing\Coffee_room_01_video (47)_f273.png,standing
fa1_outputs\balanced\standing\Lecture_room_video (14)_f107.png,standing
fa1_outputs\balanced\sitting\aug517_brightness_jitter_Office_video (30)_f935.png,sitting
fa1_outputs\balanced\standing\Coffee_room_01_video (23)_f77.png,standing
fa1_outputs\balanced\normal\aug264_brightness_jitter_Home_01_video (25)_f26.png,normal
fa1_outputs\balanced\normal\aug137_B_rotated_15deg_Coffee_room_01_video (8)_f206.png,normal
fa1_outputs\balanced\fall\aug517_B_rotated_15deg_Coffee_room_01_video (12)_f64.png,fall
fa1_outputs\balanced\normal\Coffee_room_01_video (19)_f85.png,normal
fa1_outputs\balanced\fall\aug530_D_zoom_1.3x_Coffee_room_01_video (15)_f56.png,fall
fa1_outputs\balanced\standing\Coffee_room_01_video (41)_f0.png,standing
fa1_outputs\balanced\normal\Lecture_room_video (9)_f116.png,normal
fa1_outputs\balanced\normal\aug241_C_flipped_Home_01_video (21)_f81.png,normal
fa1_outputs\balanced\standing\Home_02_video (43)_f126.png,standing
fa1_outputs\balanced\standing\Office_video (14)_f69.png,standing
fa1_outputs\balanced\sitting\Office_video (23)_f716.png,sitting
fa1_outputs\balanced\fall\Coffee_room_02_video (49)_f427.png,fall
fa1_outputs\balanced\fall\Coffee_room_01_video (17)_f29.png,fall
fa1_outputs\balanced\normal\Coffee_room_01_video (15)_f122.png,normal
fa1_outputs\balanced\walking\aug728_C_flipped_Home_01_video (2)_f30.png,walking
fa1_outputs\balanced\walking\aug135_D_zoom_1.3x_Office_video (18)_f612.png,walking
fa1_outputs\balanced\standing\Lecture_room_video (20)_f111.png,standing
fa1_outputs\balanced\fall\aug492_brightness_jitter_Office_video (9)_f82.png,fall
fa1_outputs\balanced\fall\Coffee_room_01_video (38)_f242.png,fall
fa1_outputs\balanced\standing\Coffee_room_01_video (40)_f140.png,standing
fa1_outputs\balanced\fall\Home_01_video (30)_f130.png,fall
fa1_outputs\balanced\normal\Coffee_room_01_video (23)_f62.png,normal
fa1_outputs\balanced\walking\aug228_brightness_jitter_Coffee_room_02_video (69)_f641.png,walking
fa1_outputs\balanced\normal\Lecture_room_video (15)_f222.png,normal
fa1_outputs\balanced\fall\Office_video (8)_f377.png,fall
fa1_outputs\balanced\normal\aug208_brightness_jitter_Home_01_video (1)_f33.png,normal
fa1_outputs\balanced\sitting\Home_01_video (23)_f144.png,sitting
fa1_outputs\balanced\fall\aug160_B_rotated_15deg_Coffee_room_01_video (34)_f337.png,fall
fa1_outputs\balanced\sitting\aug95_C_flipped_Home_02_video (45)_f162.png,sitting
fa1_outputs\balanced\fall\Office_video (7)_f151.png,fall
fa1_outputs\balanced\fall\Coffee_room_01_video (10)_f211.png,fall
fa1_outputs\balanced\sitting\aug392_B_rotated_15deg_Coffee_room_01_video (48)_f292.png,sitting
fa1_outputs\balanced\standing\Home_02_video (59)_f108.png,standing
fa1_outputs\balanced\fall\aug388_D_zoom_1.3x_Home_01_video (27)_f169.png,fall
fa1_outputs\balanced\fall\aug85_brightness_jitter_Coffee_room_01_video (20)_f363.png,fall
fa1_outputs\balanced\sitting\aug723_brightness_jitter_Coffee_room_01_video (31)_f212.png,sitting
fa1_outputs\balanced\walking\aug333_D_zoom_1.3x_Home_02_video (55)_f0.png,walking
fa1_outputs\balanced\walking\aug613_D_zoom_1.3x_Home_02_video (53)_f21.png,walking
fa1_outputs\balanced\standing\Lecture_room_video (16)_f217.png,standing
fa1_outputs\balanced\walking\aug672_brightness_jitter_Home_02_video (45)_f21.png,walking
fa1_outputs\balanced\walking\aug232_brightness_jitter_Home_01_video (20)_f129.png,walking
fa1_outputs\balanced\sitting\aug236_B_rotated_15deg_Coffee_room_02_video (57)_f140.png,sitting
fa1_outputs\balanced\sitting\aug830_brightness_jitter_Office_video (22)_f66.png,sitting
fa1_outputs\balanced\walking\aug767_B_rotated_15deg_Lecture_room_video (27)_f161.png,walking
fa1_outputs\balanced\walking\aug876_D_zoom_1.3x_Home_01_video (29)_f101.png,walking
fa1_outputs\balanced\standing\Lecture_room_video (14)_f299.png,standing
fa1_outputs\balanced\walking\aug129_brightness_jitter_Lecture_room_video (7)_f235.png,walking
fa1_outputs\balanced\walking\aug615_B_rotated_15deg_Home_02_video (54)_f43.png,walking
fa1_outputs\balanced\fall\aug223_B_rotated_15deg_Coffee_room_01_video (45)_f172.png,fall
fa1_outputs\balanced\normal\Home_01_video (23)_f150.png,normal
fa1_outputs\balanced\walking\aug536_D_zoom_1.3x_Home_02_video (49)_f78.png,walking
fa1_outputs\balanced\fall\Home_01_video (29)_f162.png,fall
fa1_outputs\balanced\sitting\aug393_D_zoom_1.3x_Coffee_room_01_video (48)_f311.png,sitting
fa1_outputs\balanced\sitting\aug351_brightness_jitter_Office_video (6)_f155.png,sitting
fa1_outputs\balanced\walking\aug88_D_zoom_1.3x_Home_01_video (11)_f273.png,walking
fa1_outputs\balanced\fall\aug266_C_flipped_Coffee_room_02_video (51)_f162.png,fall
fa1_outputs\balanced\normal\Office_video (16)_f214.png,normal
fa1_outputs\balanced\fall\aug177_brightness_jitter_Coffee_room_01_video (37)_f57.png,fall
fa1_outputs\balanced\sitting\aug417_C_flipped_Coffee_room_02_video (62)_f141.png,sitting
fa1_outputs\balanced\normal\Home_01_video (6)_f0.png,normal
fa1_outputs\balanced\walking\aug901_D_zoom_1.3x_Home_02_video (55)_f0.png,walking
fa1_outputs\balanced\standing\Coffee_room_01_video (33)_f85.png,standing
fa1_outputs\balanced\normal\aug107_C_flipped_Coffee_room_01_video (38)_f132.png,normal
fa1_outputs\balanced\fall\aug288_D_zoom_1.3x_Coffee_room_02_video (55)_f237.png,fall
fa1_outputs\balanced\walking\aug466_C_flipped_Home_02_video (50)_f273.png,walking
fa1_outputs\balanced\normal\Home_01_video (22)_f90.png,normal
fa1_outputs\balanced\normal\aug210_D_zoom_1.3x_Home_01_video (1)_f99.png,normal
fa1_outputs\balanced\standing\Coffee_room_01_video (18)_f134.png,standing
fa1_outputs\balanced\sitting\aug698_C_flipped_Office_video (33)_f319.png,sitting
fa1_outputs\balanced\normal\aug369_C_flipped_Home_02_video (44)_f31.png,normal
fa1_outputs\balanced\walking\aug643_B_rotated_15deg_Coffee_room_01_video (24)_f33.png,walking
fa1_outputs\balanced\standing\Lecture_room_video (23)_f472.png,standing
fa1_outputs\balanced\sitting\aug734_brightness_jitter_Coffee_room_01_video (34)_f51.png,sitting
fa1_outputs\balanced\fall\Coffee_room_02_video (59)_f145.png,fall
fa1_outputs\balanced\normal\aug246_B_rotated_15deg_Home_01_video (22)_f60.png,normal
fa1_outputs\balanced\fall\Coffee_room_01_video (19)_f89.png,fall
fa1_outputs\balanced\fall\Coffee_room_01_video (17)_f57.png,fall
fa1_outputs\balanced\normal\Office_video (20)_f465.png,normal
fa1_outputs\balanced\walking\aug124_C_flipped_Home_02_video (60)_f62.png,walking
fa1_outputs\balanced\standing\Home_02_video (52)_f108.png,standing
fa1_outputs\balanced\sitting\aug433_brightness_jitter_Home_01_video (29)_f33.png,sitting
fa1_outputs\balanced\normal\Home_01_video (25)_f133.png,normal
fa1_outputs\balanced\normal\aug19_brightness_jitter_Coffee_room_01_video (14)_f154.png,normal
fa1_outputs\balanced\sitting\aug221_brightness_jitter_Coffee_room_02_video (52)_f26.png,sitting
fa1_outputs\balanced\walking\aug573_C_flipped_Coffee_room_01_video (24)_f66.png,walking
fa1_outputs\balanced\standing\Coffee_room_01_video (6)_f59.png,standing
fa1_outputs\balanced\normal\Home_02_video (51)_f0.png,normal
fa1_outputs\balanced\walking\aug755_B_rotated_15deg_Home_02_video (53)_f21.png,walking
fa1_outputs\balanced\fall\Coffee_room_01_video (32)_f217.png,fall
fa1_outputs\balanced\fall\Coffee_room_01_video (17)_f47.png,fall
fa1_outputs\balanced\fall\aug362_C_flipped_Home_01_video (19)_f76.png,fall
fa1_outputs\balanced\standing\Coffee_room_02_video (66)_f178.png,standing
fa1_outputs\balanced\fall\Home_01_video (16)_f186.png,fall
fa1_outputs\balanced\normal\aug280_C_flipped_Home_01_video (29)_f67.png,normal
fa1_outputs\balanced\walking\aug947_C_flipped_Home_01_video (29)_f101.png,walking
fa1_outputs\balanced\walking\Home_01_video (11)_f273.png,walking
fa1_outputs\balanced\walking\aug163_brightness_jitter_Home_01_video (21)_f129.png,walking
fa1_outputs\balanced\sitting\aug9_B_rotated_15deg_Coffee_room_01_video (25)_f32.png,sitting
fa1_outputs\balanced\sitting\aug770_C_flipped_Coffee_room_02_video (68)_f1285.png,sitting
fa1_outputs\balanced\normal\aug101_C_flipped_Coffee_room_01_video (35)_f202.png,normal
fa1_outputs\balanced\sitting\Coffee_room_02_video (52)_f21.png,sitting
fa1_outputs\balanced\walking\aug191_brightness_jitter_Home_02_video (55)_f0.png,walking
fa1_outputs\balanced\normal\aug295_C_flipped_Home_01_video (5)_f48.png,normal
fa1_outputs\balanced\standing\Lecture_room_video (22)_f592.png,standing
fa1_outputs\balanced\sitting\aug308_D_zoom_1.3x_Office_video (24)_f165.png,sitting
fa1_outputs\balanced\standing\Home_02_video (41)_f120.png,standing
fa1_outputs\balanced\fall\Coffee_room_01_video (18)_f161.png,fall
fa1_outputs\balanced\fall\Coffee_room_02_video (53)_f275.png,fall
fa1_outputs\balanced\normal\aug338_C_flipped_Home_02_video (37)_f90.png,normal
fa1_outputs\balanced\sitting\aug528_B_rotated_15deg_Coffee_room_01_video (2)_f191.png,sitting
fa1_outputs\balanced\normal\Home_02_video (54)_f64.png,normal
fa1_outputs\balanced\fall\aug42_B_rotated_15deg_Coffee_room_01_video (16)_f141.png,fall
fa1_outputs\balanced\standing\Office_video (14)_f43.png,standing
fa1_outputs\balanced\standing\Coffee_room_02_video (63)_f74.png,standing
fa1_outputs\balanced\walking\aug955_D_zoom_1.3x_Home_02_video (37)_f0.png,walking
fa1_outputs\balanced\standing\Coffee_room_02_video (53)_f76.png,standing
fa1_outputs\balanced\sitting\aug303_brightness_jitter_Office_video (22)_f82.png,sitting
fa1_outputs\balanced\walking\aug177_brightness_jitter_Home_02_video (47)_f252.png,walking
fa1_outputs\balanced\sitting\aug585_brightness_jitter_Coffee_room_02_video (56)_f86.png,sitting
fa1_outputs\balanced\sitting\aug865_brightness_jitter_Office_video (30)_f623.png,sitting
fa1_outputs\balanced\standing\Home_01_video (7)_f81.png,standing
fa1_outputs\balanced\standing\Coffee_room_01_video (23)_f38.png,standing
fa1_outputs\balanced\sitting\aug122_B_rotated_15deg_Office_video (19)_f123.png,sitting
fa1_outputs\balanced\standing\Coffee_room_02_video (50)_f977.png,standing
fa1_outputs\balanced\standing\Home_02_video (43)_f105.png,standing
fa1_outputs\balanced\walking\aug512_brightness_jitter_Coffee_room_02_video (69)_f641.png,walking
fa1_outputs\balanced\standing\Home_02_video (58)_f168.png,standing
fa1_outputs\balanced\normal\Coffee_room_01_video (8)_f206.png,normal
fa1_outputs\balanced\normal\Office_video (12)_f111.png,normal
fa1_outputs\balanced\normal\aug370_C_flipped_Home_02_video (44)_f39.png,normal
fa1_outputs\balanced\normal\Home_02_video (59)_f189.png,normal
fa1_outputs\balanced\standing\Coffee_room_02_video (69)_f320.png,standing
fa1_outputs\balanced\normal\Office_video (20)_f332.png,normal
fa1_outputs\balanced\standing\Home_02_video (47)_f180.png,standing
fa1_outputs\balanced\fall\aug13_B_rotated_15deg_Coffee_room_01_video (10)_f226.png,fall
fa1_outputs\balanced\sitting\aug15_C_flipped_Coffee_room_01_video (28)_f21.png,sitting
fa1_outputs\balanced\fall\Coffee_room_02_video (49)_f433.png,fall
fa1_outputs\balanced\standing\Coffee_room_01_video (23)_f194.png,standing
fa1_outputs\balanced\sitting\aug253_C_flipped_Home_01_video (26)_f43.png,sitting
fa1_outputs\balanced\sitting\aug671_C_flipped_Office_video (27)_f486.png,sitting
fa1_outputs\balanced\normal\Coffee_room_01_video (22)_f171.png,normal
fa1_outputs\balanced\walking\aug220_B_rotated_15deg_Coffee_room_01_video (38)_f0.png,walking
fa1_outputs\balanced\normal\aug402_B_rotated_15deg_Home_02_video (55)_f172.png,normal
fa1_outputs\balanced\fall\aug525_C_flipped_Coffee_room_01_video (14)_f70.png,fall
fa1_outputs\balanced\sitting\aug501_C_flipped_Office_video (3)_f116.png,sitting
fa1_outputs\balanced\fall\aug454_C_flipped_Lecture_room_video (5)_f311.png,fall
fa1_outputs\balanced\normal\aug261_B_rotated_15deg_Home_01_video (25)_f127.png,normal
fa1_outputs\balanced\normal\aug172_C_flipped_Coffee_room_02_video (59)_f200.png,normal
fa1_outputs\balanced\standing\Office_video (2)_f129.png,standing
fa1_outputs\balanced\walking\aug586_B_rotated_15deg_Home_01_video (2)_f30.png,walking
fa1_outputs\balanced\sitting\aug26_B_rotated_15deg_Coffee_room_01_video (34)_f155.png,sitting
fa1_outputs\balanced\walking\aug879_brightness_jitter_Home_01_video (30)_f0.png,walking
fa1_outputs\balanced\fall\aug38_B_rotated_15deg_Coffee_room_01_video (15)_f60.png,fall
fa1_outputs\balanced\sitting\aug545_D_zoom_1.3x_Coffee_room_01_video (31)_f0.png,sitting
fa1_outputs\balanced\walking\aug288_D_zoom_1.3x_Coffee_room_01_video (24)_f33.png,walking
fa1_outputs\balanced\walking\aug852_D_zoom_1.3x_Coffee_room_01_video (11)_f289.png,walking
fa1_outputs\balanced\standing\Lecture_room_video (18)_f263.png,standing
fa1_outputs\balanced\fall\Coffee_room_01_video (40)_f259.png,fall
fa1_outputs\balanced\standing\Home_02_video (38)_f38.png,standing
fa1_outputs\balanced\fall\aug476_brightness_jitter_Office_video (2)_f181.png,fall
fa1_outputs\balanced\standing\Coffee_room_02_video (53)_f143.png,standing
fa1_outputs\balanced\walking\aug652_D_zoom_1.3x_Coffee_room_02_video (60)_f0.png,walking
fa1_outputs\balanced\walking\aug641_brightness_jitter_Coffee_room_01_video (12)_f45.png,walking
fa1_outputs\balanced\walking\aug912_D_zoom_1.3x_Office_video (15)_f39.png,walking
fa1_outputs\balanced\standing\Coffee_room_01_video (6)_f89.png,standing
fa1_outputs\balanced\normal\Office_video (6)_f124.png,normal
fa1_outputs\balanced\walking\aug561_D_zoom_1.3x_Office_video (18)_f612.png,walking
fa1_outputs\balanced\fall\Coffee_room_01_video (38)_f248.png,fall
fa1_outputs\balanced\walking\aug677_brightness_jitter_Home_02_video (49)_f62.png,walking
fa1_outputs\balanced\walking\aug793_B_rotated_15deg_Coffee_room_02_video (58)_f38.png,walking
fa1_outputs\balanced\walking\aug359_C_flipped_Coffee_room_01_video (24)_f33.png,walking
fa1_outputs\balanced\walking\aug870_C_flipped_Home_01_video (2)_f30.png,walking
fa1_outputs\balanced\fall\aug235_C_flipped_Coffee_room_01_video (5)_f137.png,fall
fa1_outputs\balanced\sitting\aug186_D_zoom_1.3x_Coffee_room_01_video (27)_f0.png,sitting
fa1_outputs\balanced\walking\aug197_D_zoom_1.3x_Lecture_room_video (12)_f421.png,walking
fa1_outputs\balanced\standing\Office_video (10)_f107.png,standing
fa1_outputs\balanced\sitting\aug863_D_zoom_1.3x_Office_video (30)_f467.png,sitting
fa1_outputs\balanced\sitting\Coffee_room_01_video (2)_f191.png,sitting
fa1_outputs\balanced\normal\aug276_C_flipped_Home_01_video (28)_f27.png,normal
fa1_outputs\balanced\standing\Home_02_video (49)_f117.png,standing
fa1_outputs\balanced\sitting\aug848_brightness_jitter_Office_video (27)_f506.png,sitting
fa1_outputs\balanced\standing\Home_02_video (46)_f184.png,standing
fa1_outputs\balanced\sitting\aug18_C_flipped_Coffee_room_01_video (31)_f198.png,sitting
fa1_outputs\balanced\fall\Home_01_video (2)_f124.png,fall
fa1_outputs\balanced\sitting\Lecture_room_video (19)_f409.png,sitting
fa1_outputs\balanced\normal\Home_01_video (9)_f210.png,normal
fa1_outputs\balanced\normal\Office_video (12)_f59.png,normal
fa1_outputs\balanced\normal\aug88_D_zoom_1.3x_Coffee_room_01_video (32)_f266.png,normal
fa1_outputs\balanced\standing\Coffee_room_01_video (16)_f44.png,standing
fa1_outputs\balanced\normal\aug28_C_flipped_Coffee_room_01_video (15)_f84.png,normal
fa1_outputs\balanced\fall\Home_01_video (9)_f152.png,fall
fa1_outputs\balanced\sitting\aug202_D_zoom_1.3x_Coffee_room_01_video (34)_f155.png,sitting
fa1_outputs\balanced\standing\Coffee_room_02_video (63)_f357.png,standing
fa1_outputs\balanced\sitting\aug519_brightness_jitter_Office_video (32)_f272.png,sitting
fa1_outputs\balanced\walking\aug936_B_rotated_15deg_Coffee_room_02_video (60)_f0.png,walking
fa1_outputs\balanced\fall\Coffee_room_01_video (16)_f46.png,fall
fa1_outputs\balanced\fall\aug331_brightness_jitter_Coffee_room_02_video (64)_f137.png,fall
fa1_outputs\balanced\fall\aug86_brightness_jitter_Coffee_room_01_video (20)_f375.png,fall
fa1_outputs\balanced\normal\Coffee_room_02_video (62)_f0.png,normal
fa1_outputs\balanced\normal\Lecture_room_video (14)_f374.png,normal
fa1_outputs\balanced\standing\Home_02_video (40)_f216.png,standing
fa1_outputs\balanced\standing\Lecture_room_video (26)_f893.png,standing
